name,assists,bonus,bps,clean_sheets,creativity,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,start_cost,threat,total_points,yellow_cards,cost_18_19,points_18_19
Christian_Kabasele_354,0,2,407,6,52.0,44,43,2,83.7,645.0,2329,1,0,0,0,0,45,137.0,68,5,45,36
Chris_Smalling_223,0,9,590,11,35.3,57,24,4,101.2,743.8,2535,0,0,0,0,0,55,230.0,123,4,60,56
Chris_Wood_91,1,20,314,10,203.5,62,11,10,133.8,442.0,1621,0,0,0,0,0,65,692.0,104,1,65,131
Ciaran_Clark_259,1,6,317,4,50.8,43,30,2,67.5,433.6,1745,0,0,0,0,0,45,190.0,64,3,45,42
Claudio_Bravo_213,0,1,42,1,0.0,45,1,0,4.5,45.2,224,0,0,0,0,4,50,0.0,10,0,50,0
Connor_Wickham_130,0,0,0,0,0.0,54,0,0,0.0,0.0,0,0,0,0,0,0,55,0.0,0,0,50,9
Craig_Cathcart_358,0,0,90,1,2.0,44,6,0,14.6,120.0,495,0,0,0,0,0,45,23.0,14,1,45,93
Curtis_Jones_569,0,0,0,0,0.0,45,0,0,0.0,0.0,0,0,0,0,0,0,45,0.0,0,0,45,0
Cédric_Soares_486,3,2,481,7,455.6,47,44,0,112.3,507.0,2794,0,0,0,0,0,50,159.0,85,3,45,52
César_Azpilicueta_105,6,25,913,15,535.7,69,38,2,167.5,967.4,3330,1,0,0,0,0,65,168.0,175,1,65,158
Dale_Stephens_57,3,2,550,10,272.5,45,50,0,107.7,625.8,3240,0,0,0,0,0,45,176.0,87,6,45,65
Daniel_Amartey_178,0,0,53,3,10.3,43,7,0,9.2,81.2,486,0,0,0,1,0,45,0.0,13,0,45,15
Daniel_Drinkwater_120,0,1,117,1,88.1,47,7,1,25.7,116.4,520,0,0,0,0,0,50,54.0,24,0,50,0
Danilo Luiz_da Silva_209,2,8,398,9,158.1,50,11,3,71.1,376.0,1340,0,0,0,0,0,55,176.0,100,2,55,46
Danny_Ings_313,1,0,53,3,42.0,54,0,1,24.0,57.8,262,0,0,0,0,0,55,143.0,18,0,55,90
Danny_Rose_332,2,0,136,2,181.6,64,14,0,45.9,159.4,800,0,0,0,0,0,65,117.0,24,4,60,86
Danny_Ward_170,0,0,0,0,0.0,44,0,0,0.0,0.0,0,0,0,0,0,0,45,0.0,0,0,45,0
Danny_Welbeck_512,2,6,249,4,212.8,73,21,5,96.0,309.8,1178,0,0,0,0,0,75,435.0,70,1,65,19
Dan_Gosling_81,1,4,254,1,262.2,48,41,2,93.3,396.4,1941,0,0,0,0,0,50,274.0,59,8,50,54
Daryl_Janmaat_359,1,3,342,2,230.6,48,37,3,92.9,445.0,1818,0,0,0,0,0,50,253.0,59,3,50,50
Davide_Zappacosta_109,1,1,226,5,245.3,59,15,1,82.6,255.2,1087,0,0,0,0,0,60,329.0,58,0,55,9
David_de Gea_235,0,10,757,18,10.0,59,28,0,83.4,821.2,3330,0,0,0,0,115,55,0.0,172,0,60,120
David_Luiz Moreira Marinho_106,2,0,186,3,22.3,57,13,1,29.6,210.2,838,0,0,0,1,0,60,65.0,32,3,55,164
David_Silva_219,11,26,671,14,1118.5,82,18,9,286.5,875.8,2431,0,0,0,0,0,80,867.0,169,5,85,143
Davinson_Sánchez_333,0,8,597,13,74.8,60,21,0,76.2,598.0,2532,1,0,0,1,0,60,89.0,107,1,60,78
Davy_Pröpper_54,4,1,446,9,297.1,53,50,0,108.9,535.8,3118,0,0,0,1,0,55,255.0,87,2,50,72
DeAndre_Yedlin_253,2,5,467,7,340.7,45,37,0,90.0,494.4,2842,1,0,0,0,0,45,63.0,88,5,45,63
Declan_Rice_395,0,0,280,3,35.7,44,29,0,37.5,310.4,1421,0,0,0,0,0,45,29.0,41,1,45,92
Dejan_Lovren_186,1,10,539,11,104.5,53,24,2,100.2,656.4,2124,0,0,0,0,0,55,242.0,110,4,50,63
Demarai_Gray_175,3,2,308,4,412.8,53,35,3,116.7,290.6,1683,0,0,0,0,0,55,461.0,80,2,55,84
Divock_Origi_188,0,0,3,0,0.0,74,1,0,0.0,0.0,9,0,0,0,0,0,75,0.0,1,0,50,32
Domingos_Quina_375,0,0,0,0,0.0,44,0,0,0.0,0.0,0,0,0,0,0,0,45,0.0,0,0,45,17
Dominic_Calvert-Lewin_147,8,3,255,6,322.6,49,28,4,130.2,354.0,1871,0,0,0,0,0,50,630.0,88,4,55,92
Dominic_Solanke_69,2,2,107,3,199.4,46,4,1,66.4,123.8,581,0,0,0,0,0,50,350.0,38,0,50,15
Dwight_Gayle_554,3,8,276,6,333.6,61,31,6,148.7,352.0,1946,0,0,0,0,0,65,808.0,94,3,60,0
Dwight_McNeil_97,0,0,3,0,0.0,45,0,0,0.0,0.0,1,0,0,0,0,0,45,0.0,1,0,45,75
Ederson_Santana de Moraes_212,0,10,666,16,10.0,57,26,0,55.6,546.2,3195,0,0,2,0,58,55,0.0,158,1,55,169
Edward_Nketiah_13,0,0,10,0,1.9,50,1,0,2.3,5.0,17,0,0,0,0,0,50,17.0,3,0,50,10
Eldin_Jakupovic_169,0,0,36,0,0.0,42,6,0,6.8,67.8,180,0,0,0,0,8,45,0.0,4,0,45,0
Emerson_Palmieri dos Santos_107,1,0,68,1,28.7,52,4,0,13.8,61.8,278,0,0,0,0,0,55,48.0,14,0,55,22
Emiliano_Martínez_427,0,0,0,0,0.0,40,0,0,0.0,0.0,0,0,0,0,0,0,40,0.0,0,0,40,0
Eric_Bailly_228,0,3,248,7,28.4,60,6,1,33.0,222.0,1000,1,0,0,0,0,60,79.0,55,2,55,16
Eric_Dier_350,2,2,477,15,293.4,47,30,0,118.6,604.2,2822,0,0,0,0,0,50,289.0,85,4,50,56
Erik_Lamela_346,4,1,186,4,283.1,63,12,2,84.7,204.8,826,0,0,0,0,0,65,364.0,55,4,65,67
Ethan_Ampadu_121,0,0,6,0,0.0,45,1,0,0.7,7.4,10,0,0,0,0,0,45,0.0,1,0,45,0
Etienne_Capoue_373,1,0,262,4,165.9,48,29,1,59.7,280.2,1537,0,0,0,0,0,55,150.0,48,3,50,79
Ezequiel_Schelotto_546,0,0,183,0,99.2,44,30,0,38.2,210.0,1313,0,0,0,0,0,45,73.0,20,3,40,0
Fabian_Delph_205,2,0,398,6,263.7,45,17,1,69.4,369.2,1740,0,0,0,0,0,45,62.0,55,2,55,29
Federico_Fernández_254,1,10,500,7,75.4,45,44,1,100.0,736.0,2676,1,0,0,0,0,45,187.0,85,5,45,47
Fernando_Luiz Rosa_221,4,9,596,15,511.9,50,24,5,172.4,800.2,2880,0,0,0,0,0,50,411.0,120,7,55,79
Florian_Lejeune_257,2,6,406,5,92.3,43,32,0,78.9,557.0,2103,0,0,0,0,0,45,139.0,66,3,45,35
Francisco_Femenía Far_357,1,9,389,5,302.8,43,34,1,74.5,327.2,1709,0,0,0,0,0,45,113.0,65,2,45,66
Fraser_Forster_317,0,6,351,4,0.0,46,30,0,48.9,488.2,1800,0,0,1,0,69,50,0.0,73,0,45,2
Frederick_Woodman_264,0,0,0,0,0.0,40,0,0,0.0,0.0,0,0,0,0,0,0,40,0.0,0,0,40,0
Gabriel Fernando_de Jesus_211,7,18,473,9,360.3,104,12,13,204.9,603.6,1660,0,2,0,0,0,105,1089.0,126,6,105,79
Gary_Cahill_503,0,2,447,9,55.6,62,27,0,65.4,496.6,2082,0,0,0,1,0,65,99.0,74,1,55,2
Gaëtan_Bong_41,0,5,369,6,154.6,44,36,0,52.1,346.2,2237,1,0,0,0,0,45,18.0,63,2,45,48
Georges-Kévin_Nkoudou_527,0,0,21,1,49.3,53,2,0,11.2,26.0,223,0,0,0,0,0,55,41.0,11,1,50,4
Georginio_Wijnaldum_199,2,1,406,15,356.2,66,23,1,109.9,341.8,2381,0,0,0,0,0,70,399.0,85,1,55,108
Gerard_Deulofeu_363,1,3,87,2,141.3,55,3,1,35.8,92.4,433,0,0,0,0,0,60,124.0,25,0,55,133
Glenn_Murray_44,0,16,319,8,271.8,59,36,12,153.1,492.4,2184,0,2,0,0,0,60,779.0,111,9,65,129
Grady_Diangana_398,0,0,0,0,0.0,45,0,0,0.0,0.0,0,0,0,0,0,0,45,0.0,0,0,45,25
Granit_Xhaka_18,8,3,593,12,822.8,51,50,1,195.3,753.4,3259,0,0,0,0,0,55,378.0,109,10,55,90
Gylfi_Sigurdsson_151,4,8,396,6,614.9,80,40,4,154.0,485.6,2257,0,0,0,0,0,85,437.0,96,2,75,182
Hamza_Choudhury_180,1,0,60,0,20.2,44,9,0,10.4,68.0,375,0,0,0,0,0,45,16.0,13,1,45,20
Harry_Kane_338,2,31,781,15,502.1,131,34,29,407.4,1214.4,3074,0,1,0,0,0,125,2355.0,217,5,125,160
Harry_Maguire_160,4,10,716,9,254.3,55,60,2,168.8,955.8,3420,0,0,0,0,0,50,478.0,117,7,55,92
Harry_Winks_347,1,0,167,4,172.2,48,9,0,33.1,144.4,768,0,0,0,0,0,50,14.0,31,0,55,53
Harvey_Barnes_172,0,0,8,0,1.0,45,0,0,0.6,0.2,8,0,0,0,0,0,45,6.0,3,0,55,43
Henrikh_Mkhitaryan_16,9,9,411,12,727.8,77,17,3,163.8,506.8,1712,0,0,0,0,0,80,400.0,107,2,70,98
Heung-Min_Son_342,8,16,544,14,588.2,83,18,12,249.1,725.8,2292,0,0,0,0,0,80,1177.0,178,0,85,159
Heurelho da Silva_Gomes_513,0,4,394,5,0.2,44,40,0,45.6,457.0,2128,0,0,0,0,61,45,0.0,64,0,45,0
Hugo_Lloris_340,0,6,694,15,0.1,55,35,0,72.3,726.4,3240,0,0,0,0,87,55,0.0,144,1,55,145
Héctor_Bellerín_2,4,11,656,12,561.0,59,44,2,160.1,554.0,3050,0,0,0,0,0,60,484.0,132,5,55,60
Idrissa_Gueye_156,2,7,552,9,303.6,48,45,2,104.6,577.0,2749,0,0,0,1,0,50,166.0,87,6,50,78
Ilkay_Gündogan_222,2,9,376,6,406.4,54,15,4,119.3,381.4,1504,0,0,0,0,0,55,408.0,82,3,55,113
Isaac_Hayden_271,0,0,171,3,164.7,43,25,1,58.2,273.6,1365,0,0,0,0,0,45,144.0,41,7,45,69
Isaac_Success Ajayi_365,0,0,0,0,0.0,53,0,0,0.0,0.0,0,0,0,0,0,0,55,0.0,0,0,45,42
Jack_Cork_102,1,6,533,12,332.8,45,39,2,119.0,589.6,3420,0,0,0,0,0,45,265.0,100,7,50,87
Jack_Simpson_66,0,0,10,0,0.0,40,2,0,0.6,6.2,71,0,0,0,0,0,40,0.0,1,0,40,10
Jack_Stephens_308,0,2,360,5,68.3,45,33,2,79.9,506.6,1980,0,0,0,1,0,50,224.0,58,6,45,47
Jack_Wilshere_394,3,2,236,4,281.8,50,16,1,71.0,258.4,1185,0,0,0,0,0,55,169.0,46,6,50,17
Jacob_Murphy_483,2,2,171,2,159.7,50,25,1,54.7,161.8,1137,0,0,0,0,0,55,227.0,51,0,50,16
Jairo_Riedewald_539,0,0,100,2,21.5,46,6,0,10.6,74.4,435,0,0,0,0,0,50,12.0,23,0,45,0
Jamaal_Lascelles_258,0,9,567,9,77.2,49,31,3,111.5,800.0,2927,0,0,0,0,0,45,234.0,116,5,50,95
James_McArthur_138,2,9,416,7,333.0,44,35,5,138.9,490.6,2425,0,0,0,0,0,45,566.0,101,5,50,121
James_McCarthy_157,0,0,41,0,19.3,49,6,0,5.8,33.8,204,0,0,0,0,0,50,4.0,6,0,45,1
James_Milner_200,3,4,459,6,615.5,60,25,0,132.5,437.2,1759,0,0,0,0,0,65,272.0,77,3,55,101
James_Tarkowski_84,1,4,539,11,98.4,46,30,0,117.8,822.0,2790,0,0,0,0,0,45,253.0,101,5,50,97
James_Tomkins_124,0,9,512,9,22.4,44,32,3,104.7,712.6,2386,0,0,0,0,0,45,309.0,99,8,45,86
James_Ward-Prowse_321,5,8,367,2,613.9,49,29,3,127.1,363.4,1708,0,0,0,0,0,55,296.0,84,3,55,94
Jamie_Vardy_166,2,28,674,8,439.9,88,57,20,248.6,822.8,3248,0,1,0,0,0,85,1222.0,183,3,90,174
Jan_Bednarek_307,0,0,88,2,1.9,41,5,1,13.1,110.0,427,0,0,0,0,0,45,19.0,22,1,40,49
Jan_Vertonghen_330,1,13,778,16,205.7,61,31,0,122.7,774.4,3203,0,0,0,0,0,60,243.0,138,4,60,67
Javier_Hernández Balcázar_386,2,14,309,6,312.4,67,36,8,115.0,373.6,1537,0,0,0,0,0,70,476.0,93,3,65,86
Javier_Manquillo_256,1,1,247,4,164.8,42,31,0,45.9,266.0,1757,0,0,0,0,0,45,26.0,49,2,45,53
Jeffrey_Schlupp_137,2,0,281,3,189.7,47,30,0,68.6,339.6,1742,0,0,0,0,0,50,155.0,50,3,45,91
Jeff_Hendrick_100,2,1,307,9,408.2,54,28,2,100.9,265.6,2326,0,0,0,0,0,55,335.0,85,1,55,73
Jesse_Lingard_241,6,10,450,9,519.1,60,18,8,175.3,526.6,1807,0,0,0,0,0,60,711.0,128,2,70,78
Joel_Matip_185,0,3,470,9,96.1,54,27,1,78.1,544.8,1995,0,0,0,0,0,55,140.0,81,3,50,83
Joel_Ward_126,1,0,276,4,163.5,47,25,0,56.3,340.6,1613,1,0,0,0,0,50,58.0,41,4,45,13
Joe_Hart_95,1,3,341,4,20.0,42,39,0,40.2,382.8,1710,0,0,1,0,54,45,0.0,59,0,45,69
Johann Berg_Gudmundsson_96,9,7,467,10,1052.0,50,33,2,219.2,599.0,2831,0,0,0,0,0,50,539.0,117,2,60,92
John_Stones_207,0,5,334,9,26.3,53,11,0,43.2,283.4,1301,0,0,0,0,0,55,120.0,70,0,55,83
Jonas_Lössl_479,1,11,701,10,30.0,46,58,0,87.8,846.8,3420,1,0,2,0,103,45,0.0,135,1,45,99
Jonjo_Shelvey_269,4,4,360,6,639.9,52,30,1,132.3,442.6,2264,0,0,0,2,0,55,243.0,73,2,55,39
Jonny_Evans_162,2,5,455,6,104.2,49,38,2,85.1,536.2,2269,1,0,0,0,0,50,211.0,78,7,50,77
Jordan_Ayew_468,2,12,382,7,350.4,54,49,7,185.8,562.2,2850,0,0,0,1,0,50,944.0,108,2,60,46
Jordan_Henderson_198,1,3,382,14,448.8,53,21,1,97.8,417.0,2169,0,0,0,0,0,55,110.0,75,1,55,76
Jordan_Pickford_148,0,16,724,10,30.1,49,58,0,90.7,873.6,3420,0,0,1,0,121,50,4.0,145,0,50,161
Jordon_Ibe_78,6,5,289,4,602.7,46,33,2,157.3,362.0,1988,0,0,0,0,0,50,610.0,85,1,55,33
Jose Luis_Mato Sanmartín_261,1,5,227,5,254.8,55,25,4,106.5,291.2,1703,0,1,0,0,0,55,526.0,69,2,50,30
Joseph_Gomez_184,2,9,480,9,285.6,45,22,0,76.9,437.4,1901,0,0,0,0,0,45,46.0,86,3,50,55
Joseph_Willock_490,0,0,8,0,5.8,45,2,0,1.8,8.2,81,0,0,0,0,0,45,4.0,3,0,45,4
Joshua_King_68,4,10,381,7,556.7,70,38,8,203.7,577.0,2450,0,0,0,0,0,75,902.0,110,3,65,141
José Heriberto_Izquierdo Mena_51,5,4,324,5,311.3,59,32,5,131.3,385.4,1976,0,0,0,0,0,60,618.0,101,2,60,31
José_Holebas_353,4,6,412,6,632.8,48,47,0,127.0,510.0,2381,0,0,0,0,0,50,125.0,72,7,45,93
Juan_Foyth_335,0,0,0,0,0.0,45,0,0,0.0,0.0,0,0,0,0,0,0,45,0.0,0,0,50,35
Juan_Mata_242,5,6,418,15,849.9,68,10,3,172.1,422.8,1919,0,0,0,0,0,70,453.0,100,1,65,70
Junior_Stanislas_77,3,7,285,2,377.2,57,22,5,125.1,394.8,1285,0,0,0,0,0,60,483.0,75,1,60,56
Jürgen_Locadia_45,1,2,47,1,24.6,60,8,1,15.8,50.4,221,0,0,0,0,0,60,89.0,16,0,55,52
